2015-01-26,0.95,0.95,0.95,0.95,000,0.95
2015-01-23,0.98,1.02,0.935,0.95,336300,0.95
2015-01-22,0.985,1.03,0.985,1.015,218800,1.015
2015-01-21,1.00,1.00,0.96,0.985,272000,0.985
2015-01-20,1.00,1.01,0.90,1.00,750900,1.00
2015-01-19,1.075,1.08,0.95,1.01,217800,1.01
2015-01-16,1.06,1.13,1.06,1.075,242300,1.075
2015-01-15,1.08,1.095,1.02,1.07,1237700,1.07
2015-01-14,1.215,1.215,1.10,1.13,612000,1.13
2015-01-13,1.29,1.29,1.20,1.225,421600,1.225
2015-01-12,1.275,1.30,1.27,1.285,588100,1.285
2015-01-09,1.26,1.29,1.25,1.275,266300,1.275
2015-01-08,1.25,1.29,1.235,1.255,268300,1.255
2015-01-07,1.245,1.25,1.20,1.25,405300,1.25
2015-01-06,1.26,1.26,1.21,1.245,410700,1.245
2015-01-05,1.23,1.30,1.225,1.265,949400,1.265
2015-01-02,1.195,1.24,1.16,1.215,607600,1.215
2015-01-01,1.18,1.18,1.18,1.18,000,1.18
2014-12-31,1.155,1.185,1.13,1.18,529200,1.18
2014-12-30,1.115,1.20,1.08,1.135,1031400,1.135
2014-12-29,1.07,1.15,1.055,1.135,403700,1.135
2014-12-26,1.06,1.06,1.06,1.06,000,1.06
2014-12-25,1.06,1.06,1.06,1.06,000,1.06
2014-12-24,1.025,1.075,0.99,1.06,283400,1.06
2014-12-23,1.025,1.03,0.98,1.02,256900,1.02
2014-12-22,1.05,1.05,0.98,1.04,403200,1.04
2014-12-19,1.08,1.10,1.00,1.05,1192100,1.05
2014-12-18,0.96,1.065,0.935,1.065,497900,1.065
2014-12-17,0.975,1.015,0.94,0.975,654200,0.975
2014-12-16,0.86,0.99,0.86,0.99,904600,0.99
2014-12-15,0.885,0.90,0.845,0.90,449600,0.90
2014-12-12,0.86,0.90,0.85,0.89,903600,0.89
2014-12-11,0.925,0.93,0.825,0.83,933600,0.83
2014-12-10,0.87,0.92,0.83,0.915,1102800,0.915
2014-12-09,0.88,0.90,0.845,0.87,163300,0.87
2014-12-08,0.875,0.905,0.87,0.89,437300,0.89
2014-12-05,0.90,0.935,0.83,0.875,700500,0.875
2014-12-04,0.84,0.89,0.84,0.865,522800,0.865
2014-12-03,0.75,0.845,0.74,0.84,530600,0.84
2014-12-02,0.775,0.80,0.71,0.76,498500,0.76
2014-12-01,0.835,0.835,0.74,0.77,651500,0.77
2014-11-28,0.84,0.85,0.77,0.835,711000,0.835
2014-11-27,0.84,0.91,0.78,0.83,2095400,0.83
2014-11-26,0.76,0.865,0.755,0.835,1740600,0.835
2014-11-25,0.70,0.74,0.70,0.735,1238400,0.735
2014-11-24,0.70,0.74,0.68,0.69,1241500,0.69
2014-11-21,0.58,0.68,0.55,0.68,1608300,0.68
2014-11-20,0.605,0.62,0.55,0.565,1191100,0.565
2014-11-19,0.505,0.60,0.50,0.58,2828900,0.58
2014-11-18,0.425,0.48,0.39,0.48,1464100,0.48
2014-11-17,0.42,0.42,0.42,0.42,000,0.42
2014-11-14,0.42,0.42,0.42,0.42,000,0.42
2014-11-13,0.41,0.42,0.41,0.42,242300,0.42
2014-11-12,0.415,0.42,0.41,0.42,121800,0.42
2014-11-11,0.41,0.41,0.385,0.395,362700,0.395
2014-11-10,0.42,0.42,0.41,0.41,36600,0.41
2014-11-07,0.425,0.43,0.415,0.425,931700,0.425
2014-11-06,0.41,0.43,0.405,0.43,471500,0.43
2014-11-05,0.40,0.41,0.395,0.41,409000,0.41
2014-11-04,0.39,0.40,0.39,0.40,294400,0.40
2014-11-03,0.38,0.40,0.375,0.39,433900,0.39
2014-10-31,0.36,0.38,0.35,0.38,619800,0.38
2014-10-30,0.375,0.375,0.35,0.355,251700,0.355
2014-10-29,0.375,0.38,0.365,0.37,339300,0.37
2014-10-28,0.375,0.38,0.36,0.37,684300,0.37
2014-10-27,0.38,0.38,0.355,0.38,562900,0.38
2014-10-24,0.375,0.39,0.375,0.385,90000,0.385
2014-10-23,0.40,0.40,0.37,0.375,458900,0.375
2014-10-22,0.415,0.43,0.39,0.39,2997900,0.39
2014-10-21,0.39,0.41,0.39,0.395,2981500,0.395
2014-10-20,0.36,0.39,0.36,0.385,798900,0.385
2014-10-17,0.32,0.35,0.315,0.34,1818000,0.34
2014-10-16,0.34,0.34,0.32,0.325,2044700,0.325
2014-10-15,0.345,0.365,0.32,0.34,5540100,0.34
2014-10-14,0.32,0.32,0.32,0.32,000,0.32
2014-10-10,0.32,0.32,0.32,0.32,000,0.32
2014-10-09,0.32,0.32,0.32,0.32,000,0.32
2014-10-08,0.32,0.32,0.32,0.32,000,0.32
2014-10-07,0.32,0.32,0.32,0.32,000,0.32
2014-10-06,0.32,0.32,0.32,0.32,000,0.32
2014-10-03,0.32,0.32,0.32,0.32,000,0.32
2014-10-02,0.32,0.32,0.32,0.32,000,0.32
2014-10-01,0.32,0.32,0.32,0.32,000,6.40
2014-09-30,0.016,0.016,0.016,0.016,000,0.32
2014-09-29,0.016,0.016,0.016,0.016,5000,0.32
2014-09-26,0.014,0.016,0.014,0.015,203400,0.30
2014-09-25,0.016,0.016,0.016,0.016,128000,0.32
2014-09-24,0.016,0.016,0.015,0.016,235600,0.32
2014-09-23,0.015,0.016,0.015,0.016,65400,0.32
2014-09-22,0.017,0.017,0.016,0.016,324700,0.32
2014-09-19,0.017,0.017,0.016,0.016,60500,0.32
2014-09-18,0.017,0.018,0.017,0.017,272800,0.34
2014-09-17,0.016,0.017,0.016,0.017,667500,0.34
2014-09-16,0.015,0.016,0.015,0.016,47500,0.32
2014-09-15,0.015,0.015,0.015,0.015,8300,0.30
2014-09-12,0.015,0.015,0.015,0.015,287500,0.30
2014-09-11,0.014,0.014,0.014,0.014,165000,0.28
2014-09-10,0.014,0.014,0.013,0.014,380500,0.28
2014-09-09,0.015,0.015,0.014,0.014,201700,0.28
2014-09-08,0.014,0.014,0.013,0.014,566100,0.28
2014-09-05,0.015,0.015,0.015,0.015,295000,0.30
2014-09-04,0.016,0.016,0.015,0.015,60000,0.30
2014-09-03,0.015,0.016,0.015,0.016,52100,0.32
2014-09-02,0.014,0.015,0.014,0.015,416000,0.30
2014-09-01,0.015,0.015,0.014,0.014,325900,0.28
2014-08-29,0.016,0.016,0.015,0.015,250200,0.30
2014-08-28,0.016,0.016,0.016,0.016,15000,0.32
2014-08-27,0.016,0.016,0.016,0.016,100000,0.32
2014-08-26,0.016,0.016,0.016,0.016,125000,0.32
2014-08-25,0.016,0.016,0.016,0.016,34500,0.32
2014-08-22,0.015,0.016,0.015,0.016,314000,0.32
2014-08-21,0.015,0.015,0.015,0.015,000,0.30
2014-08-20,0.015,0.015,0.015,0.015,000,0.30
2014-08-19,0.015,0.015,0.015,0.015,35000,0.30
2014-08-18,0.015,0.015,0.015,0.015,3200,0.30
2014-08-15,0.015,0.015,0.015,0.015,6900,0.30
2014-08-14,0.015,0.015,0.014,0.015,95500,0.30
2014-08-13,0.015,0.015,0.015,0.015,000,0.30
2014-08-12,0.015,0.015,0.015,0.015,88800,0.30
2014-08-11,0.015,0.015,0.015,0.015,32500,0.30
2014-08-08,0.016,0.016,0.016,0.016,11600,0.32
2014-08-07,0.015,0.016,0.015,0.016,152500,0.32
2014-08-06,0.014,0.015,0.014,0.015,129500,0.30
2014-08-05,0.015,0.015,0.014,0.014,91200,0.28
2014-08-04,0.014,0.015,0.014,0.015,255000,0.30
2014-08-01,0.013,0.014,0.013,0.014,145500,0.28
2014-07-31,0.014,0.014,0.013,0.013,266800,0.26
2014-07-30,0.014,0.014,0.014,0.014,2500,0.28
2014-07-29,0.014,0.014,0.014,0.014,000,0.28
2014-07-28,0.014,0.014,0.014,0.014,28000,0.28
2014-07-25,0.015,0.015,0.015,0.015,13100,0.30
2014-07-24,0.014,0.015,0.014,0.015,119200,0.30
2014-07-23,0.014,0.014,0.014,0.014,36700,0.28
2014-07-22,0.014,0.015,0.014,0.014,43900,0.28
2014-07-21,0.014,0.014,0.014,0.014,65200,0.28
2014-07-18,0.015,0.015,0.015,0.015,000,0.30
2014-07-17,0.014,0.015,0.014,0.015,36100,0.30
2014-07-16,0.015,0.015,0.014,0.014,172500,0.28
2014-07-15,0.015,0.015,0.014,0.015,307200,0.30
2014-07-14,0.015,0.015,0.015,0.015,138400,0.30
2014-07-11,0.016,0.017,0.016,0.016,105000,0.32
2014-07-10,0.015,0.016,0.015,0.016,142300,0.32
2014-07-09,0.015,0.015,0.015,0.015,96100,0.30
2014-07-08,0.016,0.016,0.015,0.015,144600,0.30
2014-07-07,0.015,0.016,0.015,0.015,88300,0.30
2014-07-04,0.017,0.017,0.016,0.016,222900,0.32
2014-07-03,0.017,0.017,0.017,0.017,33500,0.34
2014-07-02,0.016,0.016,0.016,0.016,49500,0.32
2014-07-01,0.015,0.017,0.015,0.015,180600,0.30
2014-06-30,0.016,0.017,0.014,0.014,727600,0.28
2014-06-27,0.017,0.017,0.017,0.017,9500,0.34
2014-06-26,0.016,0.017,0.016,0.016,147600,0.32
2014-06-25,0.016,0.017,0.016,0.017,123900,0.34
2014-06-24,0.018,0.018,0.016,0.016,357900,0.32
2014-06-23,0.016,0.018,0.016,0.017,1175700,0.34
2014-06-20,0.015,0.015,0.014,0.014,415200,0.28
2014-06-19,0.014,0.015,0.014,0.014,453300,0.28
2014-06-18,0.013,0.014,0.012,0.013,665200,0.26
2014-06-17,0.012,0.015,0.012,0.013,1074400,0.26
2014-06-16,0.011,0.012,0.011,0.012,108400,0.24
2014-06-13,0.01,0.01,0.01,0.01,125000,0.20
2014-06-12,0.01,0.01,0.01,0.01,105500,0.20
2014-06-11,0.01,0.01,0.01,0.01,50000,0.20
2014-06-10,0.01,0.01,0.01,0.01,25000,0.20
2014-06-09,0.01,0.01,0.01,0.01,000,0.20
2014-06-06,0.01,0.01,0.01,0.01,176300,0.20
2014-06-05,0.01,0.01,0.009,0.009,9100,0.18
2014-06-04,0.01,0.01,0.01,0.01,000,0.20
2014-06-03,0.009,0.01,0.009,0.01,35700,0.20
2014-06-02,0.009,0.01,0.009,0.01,102000,0.20
2014-05-30,0.01,0.01,0.01,0.01,164700,0.20
2014-05-29,0.009,0.01,0.009,0.01,51500,0.20
2014-05-28,0.01,0.01,0.01,0.01,212000,0.20
2014-05-27,0.01,0.01,0.01,0.01,50000,0.20
2014-05-26,0.01,0.01,0.01,0.01,714500,0.20
2014-05-23,0.01,0.011,0.009,0.011,730200,0.22
2014-05-22,0.009,0.011,0.009,0.011,1115300,0.22
2014-05-21,0.009,0.009,0.009,0.009,000,0.18
2014-05-20,0.008,0.009,0.008,0.009,55000,0.18
2014-05-19,0.008,0.008,0.008,0.008,000,0.16
2014-05-16,0.008,0.009,0.008,0.008,154500,0.16
2014-05-15,0.009,0.009,0.008,0.009,230300,0.18
2014-05-14,0.008,0.008,0.008,0.008,11200,0.16
2014-05-13,0.007,0.008,0.006,0.008,750400,0.16
2014-05-12,0.008,0.008,0.008,0.008,47800,0.16
2014-05-09,0.008,0.008,0.008,0.008,000,0.16
2014-05-08,0.008,0.008,0.008,0.008,3100,0.16
2014-05-07,0.008,0.008,0.008,0.008,43700,0.16
2014-05-06,0.008,0.008,0.007,0.008,200000,0.16
2014-05-05,0.009,0.009,0.007,0.008,117700,0.16
2014-05-02,0.008,0.008,0.008,0.008,75000,0.16
2014-05-01,0.008,0.008,0.008,0.008,70500,0.16
2014-04-30,0.008,0.008,0.008,0.008,44100,0.16
2014-04-29,0.008,0.008,0.008,0.008,144700,0.16
2014-04-28,0.009,0.009,0.008,0.008,300500,0.16
2014-04-25,0.008,0.008,0.008,0.008,000,0.16
2014-04-24,0.008,0.008,0.008,0.008,50000,0.16
2014-04-23,0.008,0.008,0.008,0.008,177100,0.16
2014-04-22,0.009,0.009,0.009,0.009,74000,0.18
2014-04-21,0.009,0.009,0.009,0.009,000,0.18
2014-04-18,0.009,0.009,0.009,0.009,000,0.18
2014-04-17,0.008,0.009,0.008,0.009,504500,0.18
2014-04-16,0.008,0.008,0.008,0.008,89000,0.16
2014-04-15,0.009,0.009,0.008,0.008,519200,0.16
2014-04-14,0.008,0.008,0.007,0.007,65000,0.14
2014-04-11,0.009,0.009,0.008,0.009,144300,0.18
2014-04-10,0.009,0.009,0.009,0.009,507300,0.18
2014-04-09,0.012,0.013,0.008,0.009,1481400,0.18
2014-04-08,0.009,0.009,0.009,0.009,000,0.18
2014-04-07,0.009,0.009,0.009,0.009,000,0.18
2014-04-04,0.009,0.009,0.009,0.009,000,0.18
2014-04-03,0.009,0.009,0.009,0.009,000,0.18
2014-04-02,0.011,0.011,0.009,0.009,430000,0.18
2014-04-01,0.013,0.013,0.01,0.012,461000,0.24
2014-03-31,0.015,0.016,0.013,0.013,871200,0.26
2014-03-28,0.012,0.015,0.012,0.015,494100,0.30
2014-03-27,0.012,0.012,0.012,0.012,191200,0.24
2014-03-26,0.014,0.014,0.012,0.012,475300,0.24
2014-03-25,0.014,0.014,0.013,0.014,127000,0.28
2014-03-24,0.012,0.015,0.012,0.014,449500,0.28
2014-03-21,0.011,0.012,0.011,0.011,320100,0.22
2014-03-20,0.01,0.011,0.01,0.011,210600,0.22
2014-03-19,0.012,0.012,0.011,0.011,84500,0.22
2014-03-18,0.012,0.012,0.012,0.012,223100,0.24
2014-03-17,0.012,0.012,0.011,0.011,370200,0.22
2014-03-14,0.012,0.012,0.011,0.012,79200,0.24
2014-03-13,0.011,0.012,0.01,0.012,573700,0.24
2014-03-12,0.009,0.013,0.008,0.011,1345100,0.22
2014-03-11,0.01,0.01,0.009,0.009,39600,0.18
2014-03-10,0.008,0.01,0.008,0.009,376400,0.18
2014-03-07,0.006,0.007,0.006,0.007,121400,0.14
2014-03-06,0.007,0.007,0.006,0.006,115000,0.12
2014-03-05,0.007,0.007,0.007,0.007,000,0.14
2014-03-04,0.004,0.007,0.004,0.007,435100,0.14
2014-03-03,0.005,0.005,0.005,0.005,30000,0.10
2014-02-28,0.004,0.004,0.004,0.004,50000,0.08
2014-02-27,0.004,0.004,0.004,0.004,000,0.08
2014-02-26,0.004,0.004,0.004,0.004,50000,0.08
2014-02-25,0.004,0.004,0.004,0.004,000,0.08
2014-02-24,0.004,0.004,0.004,0.004,000,0.08
2014-02-21,0.004,0.004,0.004,0.004,000,0.08
2014-02-20,0.004,0.004,0.004,0.004,000,0.08
2014-02-19,0.004,0.004,0.004,0.004,50000,0.08
2014-02-18,0.004,0.004,0.004,0.004,1020800,0.08
2014-02-17,0.004,0.004,0.004,0.004,123900,0.08
2014-02-14,0.004,0.004,0.004,0.004,100200,0.08
2014-02-13,0.004,0.004,0.004,0.004,342100,0.08
2014-02-12,0.003,0.003,0.003,0.003,206800,0.06
2014-02-11,0.003,0.003,0.003,0.003,000,0.06
2014-02-10,0.003,0.003,0.003,0.003,92500,0.06
2014-02-07,0.003,0.003,0.003,0.003,000,0.06
2014-02-06,0.003,0.003,0.003,0.003,20000,0.06
2014-02-05,0.004,0.004,0.004,0.004,000,0.08
2014-02-04,0.004,0.004,0.004,0.004,000,0.08
2014-02-03,0.004,0.004,0.004,0.004,000,0.08
2014-01-31,0.004,0.004,0.004,0.004,360000,0.08
2014-01-30,0.004,0.004,0.004,0.004,315900,0.08
2014-01-29,0.006,0.006,0.006,0.006,000,0.12
2014-01-28,0.006,0.006,0.006,0.006,000,0.12
2014-01-27,0.006,0.006,0.006,0.006,000,0.12
2014-01-24,0.006,0.006,0.006,0.006,000,0.12
2014-01-23,0.007,0.007,0.006,0.006,124000,0.12
2014-01-22,0.007,0.007,0.007,0.007,000,0.14
2014-01-21,0.007,0.007,0.007,0.007,000,0.14
2014-01-20,0.007,0.007,0.007,0.007,000,0.14
2014-01-17,0.007,0.007,0.007,0.007,000,0.14
2014-01-16,0.007,0.007,0.007,0.007,000,0.14
2014-01-15,0.007,0.007,0.007,0.007,25000,0.14
2014-01-14,0.007,0.007,0.007,0.007,1000,0.14
2014-01-13,0.006,0.006,0.006,0.006,000,0.12
2014-01-10,0.006,0.006,0.006,0.006,000,0.12
2014-01-09,0.006,0.006,0.006,0.006,000,0.12
2014-01-08,0.006,0.006,0.006,0.006,000,0.12
2014-01-07,0.006,0.006,0.006,0.006,000,0.12
2014-01-06,0.006,0.006,0.006,0.006,19200,0.12
2014-01-03,0.006,0.006,0.006,0.006,000,0.12
2014-01-02,0.007,0.007,0.006,0.006,214300,0.12
2014-01-01,0.006,0.006,0.006,0.006,000,0.12
2013-12-31,0.009,0.009,0.006,0.006,26000,0.12
2013-12-30,0.014,0.014,0.014,0.014,000,0.28
2013-12-27,0.014,0.014,0.014,0.014,000,0.28
2013-12-26,0.014,0.014,0.014,0.014,000,0.28
2013-12-25,0.014,0.014,0.014,0.014,000,0.28
2013-12-24,0.014,0.014,0.014,0.014,000,0.28
2013-12-23,0.014,0.014,0.014,0.014,000,0.28
2013-12-20,0.014,0.014,0.014,0.014,000,0.28
2013-12-19,0.012,0.014,0.012,0.014,5000,0.28
2013-12-18,0.01,0.01,0.01,0.01,000,0.20
2013-12-17,0.01,0.01,0.01,0.01,000,0.20
2013-12-16,0.01,0.01,0.01,0.01,000,0.20
2013-12-13,0.01,0.01,0.01,0.01,000,0.20
2013-12-12,0.01,0.01,0.01,0.01,000,0.20
2013-12-11,0.01,0.01,0.01,0.01,000,0.20
2013-12-10,0.01,0.01,0.01,0.01,400,0.20
2013-12-09,0.009,0.009,0.009,0.009,000,0.18
2013-12-06,0.009,0.009,0.009,0.009,2900,0.18
2013-12-05,0.007,0.007,0.007,0.007,000,0.14
2013-12-04,0.007,0.007,0.007,0.007,000,0.14
2013-12-03,0.007,0.007,0.007,0.007,000,0.14
2013-12-02,0.007,0.007,0.007,0.007,000,0.14
2013-11-29,0.007,0.007,0.007,0.007,000,0.14
2013-11-28,0.007,0.007,0.007,0.007,000,0.14
2013-11-27,0.007,0.007,0.007,0.007,000,0.14
2013-11-26,0.007,0.007,0.007,0.007,000,0.14
2013-11-25,0.007,0.007,0.007,0.007,000,0.14
2013-11-22,0.007,0.007,0.007,0.007,000,0.14
2013-11-21,0.007,0.007,0.007,0.007,000,0.14
2013-11-20,0.007,0.007,0.007,0.007,000,0.14
2013-11-19,0.007,0.007,0.007,0.007,000,0.14
2013-11-18,0.007,0.007,0.007,0.007,000,0.14
2013-11-15,0.007,0.007,0.007,0.007,000,0.14
2013-11-14,0.007,0.007,0.007,0.007,000,0.14
2013-11-13,0.007,0.007,0.007,0.007,000,0.14
2013-11-12,0.007,0.007,0.007,0.007,000,0.14
2013-11-11,0.007,0.007,0.007,0.007,000,0.14
2013-11-08,0.007,0.007,0.007,0.007,000,0.14
2013-11-07,0.007,0.007,0.007,0.007,000,0.14
2013-11-06,0.007,0.007,0.007,0.007,000,0.14
2013-11-05,0.007,0.007,0.007,0.007,000,0.14
2013-11-04,0.007,0.007,0.007,0.007,000,0.14
2013-11-01,0.007,0.007,0.007,0.007,000,0.14
2013-10-31,0.007,0.007,0.007,0.007,000,0.14
2013-10-30,0.007,0.007,0.007,0.007,000,0.14
2013-10-29,0.007,0.007,0.007,0.007,000,0.14
2013-10-28,0.007,0.007,0.007,0.007,5000,0.14
2013-10-25,0.006,0.006,0.006,0.006,000,0.12
2013-10-24,0.006,0.006,0.006,0.006,000,0.12
2013-10-23,0.006,0.006,0.006,0.006,000,0.12
2013-10-22,0.006,0.006,0.006,0.006,000,0.12
2013-10-21,0.006,0.006,0.006,0.006,000,0.12
2013-10-18,0.006,0.006,0.006,0.006,000,0.12
2013-10-17,0.006,0.006,0.006,0.006,000,0.12
2013-10-16,0.006,0.006,0.006,0.006,000,0.12
2013-10-15,0.006,0.006,0.006,0.006,000,0.12
2013-10-14,0.006,0.006,0.006,0.006,000,0.12
2013-10-11,0.006,0.006,0.006,0.006,000,0.12
2013-10-10,0.006,0.006,0.006,0.006,000,0.12
2013-10-09,0.006,0.006,0.006,0.006,000,0.12
2013-10-08,0.006,0.006,0.006,0.006,000,0.12
2013-10-07,0.006,0.006,0.006,0.006,000,0.12
2013-10-04,0.006,0.006,0.006,0.006,000,0.12
2013-10-03,0.006,0.006,0.006,0.006,000,0.12
2013-10-02,0.006,0.006,0.006,0.006,000,0.12
2013-10-01,0.006,0.006,0.006,0.006,000,0.12
2013-09-30,0.006,0.006,0.006,0.006,000,0.12
2013-09-27,0.006,0.006,0.006,0.006,000,0.12
2013-09-26,0.006,0.006,0.006,0.006,000,0.12
2013-09-25,0.006,0.006,0.006,0.006,000,0.12
2013-09-24,0.006,0.006,0.006,0.006,000,0.12
2013-09-23,0.006,0.006,0.006,0.006,000,0.12
2013-09-20,0.006,0.006,0.006,0.006,000,0.12
2013-09-19,0.006,0.006,0.006,0.006,000,0.12
2013-09-18,0.006,0.006,0.006,0.006,000,0.12
2013-09-17,0.006,0.006,0.006,0.006,000,0.12
2013-09-16,0.006,0.006,0.006,0.006,000,0.12
2013-09-13,0.006,0.006,0.006,0.006,000,0.12
2013-09-12,0.006,0.006,0.006,0.006,000,0.12
2013-09-11,0.006,0.006,0.006,0.006,000,0.12
2013-09-10,0.006,0.006,0.006,0.006,000,0.12
2013-09-09,0.006,0.006,0.006,0.006,000,0.12
2013-09-06,0.006,0.006,0.006,0.006,000,0.12
2013-09-05,0.006,0.006,0.006,0.006,000,0.12
2013-09-04,0.006,0.006,0.006,0.006,000,0.12
2013-09-03,0.006,0.006,0.006,0.006,000,0.12
2013-09-02,0.006,0.006,0.006,0.006,000,0.12
2013-08-30,0.006,0.006,0.006,0.006,000,0.12
2013-08-29,0.006,0.006,0.006,0.006,000,0.12
