2015-06-18,1.55,1.575,1.54,1.565,269900,1.565
2015-06-17,1.57,1.59,1.53,1.54,161100,1.54
2015-06-16,1.58,1.59,1.53,1.55,179200,1.55
2015-06-15,1.53,1.625,1.53,1.57,545300,1.57
2015-06-12,1.555,1.555,1.52,1.54,236300,1.54
2015-06-11,1.555,1.595,1.52,1.545,554900,1.545
2015-06-10,1.475,1.55,1.44,1.545,311300,1.545
2015-06-09,1.44,1.51,1.40,1.47,175000,1.47
2015-06-08,1.44,1.44,1.44,1.44,000,1.44
2015-06-05,1.45,1.47,1.415,1.44,174300,1.44
2015-06-04,1.41,1.48,1.405,1.48,322600,1.48
2015-06-03,1.475,1.475,1.38,1.42,253300,1.42
2015-06-02,1.495,1.495,1.41,1.46,496700,1.46
2015-06-01,1.565,1.61,1.47,1.545,311100,1.545
2015-05-29,1.60,1.64,1.53,1.595,1183900,1.595
2015-05-28,1.47,1.53,1.35,1.53,1542200,1.53
2015-05-27,1.54,1.55,1.435,1.46,483800,1.46
2015-05-26,1.54,1.585,1.48,1.55,463700,1.55
2015-05-25,1.61,1.64,1.515,1.545,656300,1.545
2015-05-22,1.635,1.66,1.62,1.65,702400,1.65
2015-05-21,1.54,1.605,1.53,1.59,824200,1.59
2015-05-20,1.64,1.65,1.43,1.575,2848200,1.575
2015-05-19,1.70,1.705,1.61,1.62,1487900,1.62
2015-05-18,1.69,1.75,1.672,1.72,511000,1.72
2015-05-15,1.74,1.76,1.60,1.70,1462100,1.70
2015-05-14,1.78,1.79,1.715,1.76,340800,1.76
2015-05-13,1.81,1.82,1.755,1.78,224500,1.78
2015-05-12,1.83,1.84,1.79,1.80,384600,1.80
2015-05-11,1.85,1.87,1.76,1.81,511300,1.81
2015-05-08,1.83,1.92,1.79,1.845,693100,1.845
2015-05-07,1.81,1.865,1.775,1.86,409800,1.86
2015-05-06,1.815,1.815,1.755,1.815,476400,1.815
2015-05-05,1.88,1.89,1.77,1.82,537900,1.82
2015-05-04,1.71,1.86,1.71,1.85,1366300,1.85
2015-05-01,1.765,1.77,1.655,1.71,767900,1.71
2015-04-30,1.76,1.82,1.725,1.815,546000,1.815
2015-04-29,1.76,1.82,1.75,1.80,299300,1.80
2015-04-28,1.815,1.815,1.755,1.78,874400,1.78
2015-04-27,1.90,1.90,1.83,1.83,285000,1.83
2015-04-24,1.88,1.945,1.88,1.90,275300,1.90
2015-04-23,1.85,1.91,1.83,1.88,303600,1.88
2015-04-22,1.87,1.90,1.84,1.90,273400,1.90
2015-04-21,1.96,1.96,1.83,1.84,701600,1.84
2015-04-20,1.98,2.00,1.915,1.935,450900,1.935
2015-04-17,1.985,2.03,1.965,2.03,525500,2.03
2015-04-16,2.02,2.02,1.935,2.00,707200,2.00
2015-04-15,2.02,2.10,1.97,2.00,897000,2.00
2015-04-14,1.86,2.03,1.86,2.00,437600,2.00
2015-04-13,1.89,1.89,1.82,1.86,235000,1.86
2015-04-10,1.91,1.91,1.86,1.89,147800,1.89
2015-04-09,1.80,1.925,1.78,1.91,390900,1.91
2015-04-08,1.85,1.85,1.71,1.85,634100,1.85
2015-04-07,1.89,1.92,1.835,1.84,207600,1.84
2015-04-06,1.885,1.885,1.885,1.885,000,1.885
2015-04-03,1.885,1.885,1.885,1.885,000,1.885
2015-04-02,1.855,1.995,1.82,1.885,1255000,1.885
2015-04-01,2.02,2.05,1.865,1.90,986900,1.90
2015-03-31,2.01,2.14,1.99,2.10,1082700,2.10
2015-03-30,1.99,2.01,1.865,1.95,630600,1.95
2015-03-27,2.06,2.06,1.895,1.99,840800,1.99
2015-03-26,2.14,2.15,2.03,2.08,900400,2.08
2015-03-25,2.25,2.29,2.13,2.18,1330300,2.18
2015-03-24,2.08,2.20,2.02,2.19,1674500,2.19
2015-03-23,2.04,2.15,1.985,2.06,1603700,2.06
2015-03-20,1.97,2.06,1.875,2.01,1535700,2.01
2015-03-19,1.74,1.93,1.73,1.93,965900,1.93
2015-03-18,1.68,1.725,1.60,1.725,492900,1.725
2015-03-17,1.72,1.75,1.675,1.705,118900,1.705
2015-03-16,1.74,1.77,1.70,1.725,190400,1.725
2015-03-13,1.78,1.83,1.695,1.73,550300,1.73
2015-03-12,1.72,1.80,1.67,1.77,773000,1.77
2015-03-11,1.685,1.715,1.63,1.69,378100,1.69
2015-03-10,1.69,1.72,1.67,1.68,651800,1.68
2015-03-09,1.645,1.775,1.585,1.65,1125800,1.65
2015-03-06,1.60,1.68,1.54,1.65,860700,1.65
2015-03-05,1.63,1.69,1.575,1.58,1305900,1.58
2015-03-04,1.37,1.64,1.365,1.62,4111300,1.62
2015-03-03,1.17,1.36,1.17,1.34,1168300,1.34
2015-03-02,1.22,1.235,1.19,1.21,130800,1.21
2015-02-27,1.20,1.225,1.175,1.215,262900,1.215
2015-02-26,1.22,1.225,1.20,1.22,53800,1.22
2015-02-25,1.21,1.245,1.20,1.225,136200,1.225
2015-02-24,1.22,1.22,1.165,1.21,143000,1.21
2015-02-23,1.28,1.28,1.205,1.22,320300,1.22
2015-02-20,1.28,1.30,1.22,1.27,836100,1.27
2015-02-19,1.19,1.19,1.19,1.19,000,1.19
2015-02-18,1.17,1.20,1.165,1.19,215600,1.19
2015-02-17,1.175,1.18,1.15,1.18,297300,1.18
2015-02-16,1.13,1.19,1.10,1.18,602500,1.18
2015-02-13,1.05,1.105,1.04,1.10,817200,1.10
2015-02-12,1.03,1.04,1.00,1.04,187200,1.04
2015-02-11,0.98,1.07,0.98,1.035,1051200,1.035
2015-02-10,0.96,0.99,0.925,0.98,275300,0.98
2015-02-09,1.00,1.00,0.94,0.97,332600,0.97
2015-02-06,0.97,0.99,0.95,0.99,468100,0.99
2015-02-05,0.985,0.99,0.93,0.955,432600,0.955
2015-02-04,1.025,1.03,0.975,1.03,159100,1.03
2015-02-03,1.04,1.04,1.01,1.03,136500,1.03
2015-02-02,1.06,1.06,1.025,1.025,821900,1.025
2015-01-30,1.01,1.06,0.985,1.06,547400,1.06
2015-01-29,0.97,1.03,0.965,1.025,441000,1.025
2015-01-28,1.075,1.075,0.97,0.97,725200,0.97
2015-01-27,0.935,1.10,0.935,1.08,1401600,1.08
